calories,carbs,category,fat,name,restaurant
60,9,salads,2,Garlic Parmesan Croutons,Burger King
420,33,breakfast,22,"Ham, Egg, & Cheese Biscuit",Burger King
260,28,burgers,10,Hamburger,Burger King
670,65,breakfast,44,Hash Browns – large,Burger King
500,48,breakfast,33,Hash Browns – medium,Burger King
250,24,breakfast,16,Hash Browns – small,Burger King
300,31,desserts,18,Hershey®’s Sundae Pie,Burger King
520,50,sandwiches,22,Italian Original Chicken Sandiwch,Burger King
210,4,salads,21,Ken’s® Creamy Caesar Dressing (2 oz),Burger King
60,15,salads,0,Ken’s® Fat Free Ranch Dressing (2 oz),Burger King
270,15,salads,23,Ken’s® Honey Mustard Dressing (2 oz),Burger King
120,5,salads,11,Ken’s® Light Italian Dressing (2 oz),Burger King
190,2,salads,20,Ken’s® Ranch Dressing (2 oz),Burger King
45,10,sides,0.5,Low Fat Caramel Sauce,Burger King
390,57,breakfast,15,Mini Blueberry Biscuits with icing (4pc),Burger King
450,76,desserts,13,Mini M & M® Sundae,Burger King
50,13,sides,0,Motts’® Harvest Plus Applesauce,Burger King
280,24,sides,15,Mozzarella Sticks (4 pc),Burger King
530,52,sandwiches,23,Mustard Whopper® Sandwich,Burger King
310,46,desserts,13,Oatmeal Raisin Cookies (2),Burger King
490,57,sides,26,Onion Rings – large,Burger King
400,47,sides,21,Onion Rings – medium,Burger King
310,36,sides,17,Onion Rings – small,Burger King
150,17,sides,8,Onion Rings – value,Burger King
440,77,desserts,12,Oreo® Sundae,Burger King
690,48,sandwiches,43,Original Chicken Club Sandwich,Burger King
630,46,sandwiches,39,Original Chicken Sandwich,Burger King
420,46,sandwiches,16,Original Chicken Sandwich w/o Mayo,Burger King
670,78,breakfast,34,Pancake Platter w/ Sausage & 1 oz Breakfast Syrup,Burger King
500,77,breakfast,19,Pancakes (3) and 1 oz breakfast syrup,Burger King
280,54,desserts,5,Peach Granola Sundae,Burger King
270,55,breakfast,4,Quaker® Oatmeal Maple and Brown Sugar Flavor,Burger King
140,23,breakfast,3.5,Quaker® Oatmeal Original,Burger King
350,37,burgers,17,Rodeo Cheeseburger,Burger King
420,32,breakfast,27,Sausage Biscuit,Burger King
570,34,breakfast,37,"Sausage, Egg, & Cheese Biscuit",Burger King
700,56,breakfast,42,"Scrambled Egg Platter w/ Bacon (Scrambled Eggs, Biscuit, Hashbrowns, Bacon Slices)",Burger King
810,57,breakfast,53,"Scrambled Egg Platter w/ Sausage (Scrambled Eggs, Biscuit, Hashbrowns, Sausage Patty)",Burger King
160,3,breakfast,12,Side of Eggs,Burger King
90,12,breakfast,3.5,Side of Southwest Potatoes,Burger King
40,2,salads,2,Side Salad,Burger King
160,27,desserts,4,Soft Serve Cone,Burger King
140,23,desserts,4,Soft Serve Cup,Burger King
460,34,sandwiches,30,Spicy Chick’n Crisp® Sandwich,Burger King
300,35,sandwiches,12,Spicy Chick’n Crisp® Sandwich w/o Mayo,Burger King
360,32,wraps,19,Spicy Chicken BK Wrapper™,Burger King
360,66,shakes,7,Strawberry Milk Shake,Burger King
610,102,shakes,17,Strawberry Milk Shake,Burger King
780,134,shakes,20,Strawberry Milk Shake,Burger King
190,35,desserts,4,Strawberry Sundae,Burger King
300,35,desserts,16,Strawberry Swirl Cheesecake,Burger King
330,18,chicken,23,Tacos (2),Burger King
470,26,salads,26,Tendercrisp® Chicken Garden Salad,Burger King
750,58,sandwiches,45,Tendercrisp® Chicken Sandwich,Burger King
540,57,sandwiches,21,Tendercrisp® Chicken Sandwich w/o Mayo,Burger King
470,40,sandwiches,18,Tendergrill® Chicken Sandwich,Burger King
360,40,sandwiches,7,Tendergrill® Chicken Sandwich w/o Mayo,Burger King
290,8,salads,12,Tendergrill™ Chicken Garden Salad,Burger King
1040,50,sandwiches,69,Texas Double Whopper® Sandwich,Burger King
1270,50,sandwiches,86,Texas Triple Whopper® Sandwich,Burger King
800,50,sandwiches,51,Texas Whopper® Sandwich,Burger King
1140,51,sandwiches,75,Triple Whopper® Sandwich,Burger King
980,51,sandwiches,57,Triple Whopper® Sandwich w/o Mayo,Burger King
1230,53,sandwiches,82,Triple Whopper® Sandwich With Cheese,Burger King
1070,53,sandwiches,64,Triple Whopper® Sandwich With Cheese w/o Mayo,Burger King
90,22,breakfast,0,Vanilla Icing,Burger King
400,75,shakes,7,Vanilla Milk Shake,Burger King
660,114,shakes,17,Vanilla Milk Shake,Burger King
850,152,shakes,20,Vanilla Milk Shake,Burger King
340,44,desserts,18,White Chocolate Macadamia Nut Cookies (2),Burger King
340,28,sandwiches,19,Whopper JR.® Sandwich,Burger King
260,28,sandwiches,10,Whopper JR.® Sandwich w/o Mayo,Burger King
380,29,sandwiches,23,Whopper JR.® Sandwich with Cheese,Burger King
300,660,sandwiches,14,Whopper JR.® Sandwich with Cheese w/o Mayo,Burger King
670,51,sandwiches,40,Whopper® Sandwich,Burger King
510,51,sandwiches,23,Whopper® Sandwich w/o Mayo,Burger King
760,53,sandwiches,47,Whopper® Sandwich with Cheese,Burger King
600,53,sandwiches,30,Whopper® Sandwich with Cheese w/o Mayo,Burger King
770,64,entrees,47,1/2 LB Clams,Captain D's
240,54,sides,0,Baked Potato‐plain,Captain D's
182,8,entrees,12,Batter‐Dipped Fish,Captain D's
460,51,entrees,21,Bite Size Shrimp,Captain D's
267,33,salads,10,Bite Size Shrimp Salad,Captain D's
150,21,sides,6,Breadstick,Captain D's
40,5,sides,1,Broccoli,Captain D's
105,6,entrees,6,Catfish,Captain D's
220,16,sides,12,Cheese Sticks,Captain D's
410,35,desserts,27,Cheesecake,Captain D's
430,45,desserts,26,Cheesecake with Strawberries,Captain D's
680,69,sandwiches,33,Chicken Ranch Sandwich,Captain D's
170,11,entrees,10,Chicken Tender,Captain D's
300,49,desserts,11,Chocolate Cake,Captain D's
744,63,sandwiches,41,Classic Fish Sandwich,Captain D's
25,6,sides,0,Cocktail Sauce,Captain D's
321,27,entrees,19,Coconut Shrimp,Captain D's
170,13,sides,12,Cole Slaw,Captain D's
190,37,sides,2,Corn on the Cob,Captain D's
195,14,entrees,10,Country Style Fish,Captain D's
174,12,entrees,11,Crab Cake,Captain D's
160,11,sides,12,Cracklins,Captain D's
310,38,sides,15,French Fries,Captain D's
207,18,salads,10,Fried Chicken Salad,Captain D's
213,12,entrees,13,Fried Flounder,Captain D's
230,23,sides,14,Fried Okra,Captain D's
60,13,sides,0,Ginger Teriyaki Sauce,Captain D's
642,56,sandwiches,38,Great Little Fish Sandwich,Captain D's
60,10,sides,2,Green Beans,Captain D's
200,18,sides,13,Hush Puppies (2),Captain D's
155,20,sides,7,Jalapeno Poppers,Captain D's
160,17,sides,7,Macaroni & Cheese,Captain D's
320,31,entrees,18,Oysters,Captain D's
470,56,desserts,26,Pecan Pie,Captain D's
320,43,desserts,14,Pineapple Cream Cheese Pie,Captain D's
154,0,entrees,6,Premium Shrimp,Captain D's
170,25,sides,7,Roasted Red Potatoes,Captain D's
120,5,sides,10,Scampi Butter Sauce,Captain D's
28,0,entrees,0,Scampi Shrimp,Captain D's
160,35,sides,1,Seasoned Rice,Captain D's
130,1,entrees,3,Seasoned Tilapia,Captain D's
50,0,entrees,0,Shrimp Skewers,Captain D's
14,2,sides,0,Side Salad,Captain D's
100,9,entrees,5,Stuffed Crab Shell,Captain D's
100,25,sides,0,Sweet Chili Sauce,Captain D's
100,1,sides,10,Tartar Sauce,Captain D's
1008,81,sandwiches,50,The Captain,Captain D's
140,1,entrees,1,Wild Alaskan Salmon,Captain D's
177,8,salads,1,Wild Alaskan Salmon Salad,Captain D's
520,48,sandwiches,18,Wild Alaskan Salmon Sandwich,Captain D's
560,,breakfast-tacos,32,Bacon & Egg Burrito,Carl's Jr.
460,,breakfast-sandwiches,26,"Bacon, Egg & Cheese Biscuit",Carl's Jr.
440,,burritos,19,Bean & Cheese Burrito,Carl's Jr.
440,,burritos,18,Bean & Cheese Burrito – Chicken,Carl's Jr.
500,,burritos,23,Bean & Cheese Burrito – Ground Beef,Carl's Jr.
460,,burritos,19,Bean & Cheese Burrito – Steak,Carl's Jr.
750,,breakfast-tacos,44,Big Country® Breakfast Burrito,Carl's Jr.
490,,burgers,18,Big Hamburger,Carl's Jr.
440,,breakfast,22,Biscuit ‘N’ Gravy™,Carl's Jr.
810,,breakfast,42,Breakfast Burger™,Carl's Jr.
360,,chicken,23,Buttermilk Ranch HB Chicken™ Tender Wrapper,Carl's Jr.
700,,sandwiches,37,Carl’s Catch Fish Sandwich®,Carl's Jr.
610,,burritos,25,Carne Asada Burrito,Carl's Jr.
390,,sandwiches,7,Charbroiled BBQ Chicken™ Sandwich,Carl's Jr.
580,,sandwiches,29,Charbroiled Chicken Club™ Sandwich,Carl's Jr.
640,,sandwiches,36,Charbroiled Santa Fe Chicken™ Sandwich,Carl's Jr.
170,,chicken,10,Chicken Stars™ (4 pieces),Carl's Jr.
260,,chicken,16,Chicken Stars™ (6 pieces),Carl's Jr.
390,,chicken,23,Chicken Stars™ (9 pieces),Carl's Jr.
820,,french-fries,46,Chili Cheese Fries,Carl's Jr.
300,,sides,17,Chips,Carl's Jr.
620,,sides,36,Chips & Cheese,Carl's Jr.
300,,desserts,12,Chocolate Cake,Carl's Jr.
370,,desserts,19,Chocolate Chip Cookie,Carl's Jr.
760,,shakes,35,Chocolate Malt,Carl's Jr.
690,,shakes,34,Chocolate Shake,Carl's Jr.
320,,salads,11,Cranberry Apple Walnut Grilled Chicken Salad w/o Dressing,Carl's Jr.
540,,burritos,25,Crisp Burritos (3 pieces),Carl's Jr.
910,,burritos,42,Crisp Burritos (5 pieces),Carl's Jr.
450,,french-fries,29,CrissCut® Fries,Carl's Jr.
10,,coffee,0,Decaffinated Coffee,Carl's Jr.
1000,,burgers,54,Double Western Bacon Cheeseburger®,Carl's Jr.
680,,burgers,39,Famous Star® with Cheese,Carl's Jr.
710,,entrees,38,Fish & Chips,Carl's Jr.
320,,tacos,15,Fish Taco,Carl's Jr.
460,,breakfast,21,French Toast Dips® – No Syrup (5 pieces),Carl's Jr.
5,,drinks,0,Fresh Brewed Iced Tea,Carl's Jr.
5,,drinks,0,Fresh Brewed Iced Tea,Carl's Jr.
10,,drinks,0,Fresh Brewed Iced Tea,Carl's Jr.
10,,drinks,0,Fresh Brewed Iced Tea,Carl's Jr.
330,,sides,18,Fried Zucchini,Carl's Jr.
880,,salads,53,Green Burrito® Taco Salad w/o Dressing,Carl's Jr.
860,,burritos,44,Grilled Chicken Burrito,Carl's Jr.
60,,sides,5,Guacamole,Carl's Jr.
490,,burgers,21,Guacamole Turkey Burger,Carl's Jr.
450,,breakfast-sandwiches,23,"Ham, Egg & Cheese Biscuit",Carl's Jr.
650,,sandwiches,33,Hand-Breaded Chicken Fillet Sandwich,Carl's Jr.
560,,chicken,31,"Hand-Breaded Chicken Tenders™ (10pc box; 2, 5pc servings)",Carl's Jr.
560,,chicken,31,"Hand-Breaded Chicken Tenders™ (15pc box; 3, 5pc servings)",Carl's Jr.
560,,chicken,31,"Hand-Breaded Chicken Tenders™ (20pc box; 4, 5pc servings)",Carl's Jr.
340,,chicken,19,Hand-Breaded Chicken Tenders™ (3 pieces),Carl's Jr.
560,,chicken,31,Hand-Breaded Chicken Tenders™ (5 pieces),Carl's Jr.
190,,tacos,8,Hard Taco – Chicken,Carl's Jr.
240,,tacos,14,Hard Taco – Ground Beef,Carl's Jr.
200,,tacos,10,Hard Taco – Steak,Carl's Jr.
350,,breakfast,23,Hash Brown Nuggets,Carl's Jr.
320,,chicken,18,Honey Mustard HB Chicken™ Tender Wrapper,Carl's Jr.
550,,kids-meals,23,Kid’s Cheeseburger,Carl's Jr.
490,,kids-meals,18,Kid’s Hamburger,Carl's Jr.
220,,kids-meals,12,Kid’s Hand-Breaded Chicken Tenders™ (2 pieces),Carl's Jr.
780,,breakfast-tacos,48,Loaded Breakfast Burrito,Carl's Jr.
290,,breakfast,13,Made From Scratch Biscuit™,Carl's Jr.
740,,breakfast-sandwiches,50,Monster Biscuit®,Carl's Jr.
210,,tacos,11,Nacho Taco,Carl's Jr.
240,,kids-meals,12,Natural-Cut Fries (Kids),Carl's Jr.
470,,french-fries,23,Natural-Cut Fries (Large),Carl's Jr.
430,,french-fries,21,Natural-Cut Fries (Medium),Carl's Jr.
310,,french-fries,15,Natural-Cut Fries (Small),Carl's Jr.
530,,sides,28,Onion Rings,Carl's Jr.
790,,shakes,39,OREO® Cookie Malt,Carl's Jr.
720,,shakes,38,OREO® Cookie Shake,Carl's Jr.
270,,salads,9,Original Grilled Chicken Salad w/o Dressing,Carl's Jr.
750,,sides,34,Pinto Beans & Cheese – Family Size,Carl's Jr.
360,,sides,18,Pinto Beans & Cheese – Small,Carl's Jr.
380,,mexican-food,18,Quesadilla – Cheese,Carl's Jr.
470,,mexican-food,20,Quesadilla – Chicken,Carl's Jr.
500,,mexican-food,22,Quesadilla – Steak,Carl's Jr.
10,,coffee,0,Regular Coffee,Carl's Jr.
540,,sides,15,Rice – Family Size,Carl's Jr.
210,,sides,6,Rice – Small,Carl's Jr.
570,,breakfast-sandwiches,37,"Sausage, Egg & Cheese Biscuit",Carl's Jr.
120,,salads,5,Side Salad w/o Dressing,Carl's Jr.
200,,tacos,8,Soft Taco – Chicken,Carl's Jr.
250,,tacos,13,Soft Taco – Ground Beef,Carl's Jr.
210,,tacos,9,Soft Taco – Steak,Carl's Jr.
50,,sides,3.5,Sour Cream,Carl's Jr.
450,,breakfast-sandwiches,21,Sourdough Breakfast Sandwich,Carl's Jr.
300,,tacos,19,Southwest Chicken Soft Taco,Carl's Jr.
460,,sandwiches,26,Spicy Chicken Sandwich,Carl's Jr.
650,,breakfast-tacos,36,Steak & Egg Burrito,Carl's Jr.
380,,breakfast-sandwiches,13,Strawberry Biscuit,Carl's Jr.
760,,shakes,35,Strawberry Malt,Carl's Jr.
690,,shakes,34,Strawberry Shake,Carl's Jr.
290,,desserts,16,Strawberry Swirl Cheesecake,Carl's Jr.
590,,breakfast,44,Sunrise Croissant®,Carl's Jr.
900,,mexican-food,47,Super Nachos – Chicken,Carl's Jr.
1040,,mexican-food,60,Super Nachos – Ground Beef,Carl's Jr.
930,,mexican-food,50,Super Nachos – Steak,Carl's Jr.
940,,burgers,59,Super Star® with Cheese,Carl's Jr.
290,,chicken,13,Sweet & Bold BBQ HB Chicken Tender™ Wrapper,Carl's Jr.
780,,mexican-food,44,Taco Salad – Chicken,Carl's Jr.
920,,mexican-food,57,Taco Salad – Ground Beef,Carl's Jr.
810,,mexican-food,46,Taco Salad – Steak,Carl's Jr.
630,,burgers,29,Teriyaki Burger™,Carl's Jr.
470,,burgers,14,Teriyaki Turkey Burger,Carl's Jr.
930,,burgers,58,The Big Carl®,Carl's Jr.
800,,burritos,27,The Green Burrito® – Chicken,Carl's Jr.
830,,burritos,30,The Green Burrito® – Steak,Carl's Jr.
1060,,burgers,72,The Guacamole Bacon Six Dollar Burger®,Carl's Jr.
570,,burgers,43,The Low Carb Six Dollar Burger®,Carl's Jr.
910,,burgers,54,The Original Six Dollar Burger®,Carl's Jr.
880,,burgers,53,The Portobello Mushroom Six Dollar Burger™,Carl's Jr.
1030,,burgers,55,The Western Bacon Six Dollar Burger®,Carl's Jr.
490,,burgers,23,Turkey Burger,Carl's Jr.
770,,shakes,35,Vanilla Malt,Carl's Jr.
700,,shakes,34,Vanilla Shake,Carl's Jr.
740,,burgers,34,Western Bacon Cheeseburger®,Carl's Jr.
160,30,breakfast,4,2 pieces of Toast,Charley's Grilled Subs
200,27,breakfast,9,4 oz. Hash Browns,Charley's Grilled Subs
334,17,chicken,20,5 Chicken Fingers,Charley's Grilled Subs
635,53.5,sandwiches,32,Bacon 3 Cheese,Charley's Grilled Subs
410,8,breakfast,32,Bacon Omelet,Charley's Grilled Subs
540,54,breakfast-tacos,26,"Bacon, Egg & Cheese",Charley's Grilled Subs
581,68,sandwiches,19.5,BBQ Cheddar,Charley's Grilled Subs
208,14,salads,7.5,Buffalo Chicken Salad,Charley's Grilled Subs
553,55,french-fries,30,Cheddar Bacon Fries,Charley's Grilled Subs
523,55,french-fries,30,Cheddar Fries,Charley's Grilled Subs
570,53,sandwiches,24.5,Chicken Bacon Club,Charley's Grilled Subs
526,58.5,sandwiches,16,Chicken Buffalo,Charley's Grilled Subs
500,53,sandwiches,15.5,Chicken California,Charley's Grilled Subs
570,54,sandwiches,18,Chicken Cordon Blue,Charley's Grilled Subs
522,58,sandwiches,15.5,Chicken Teriyaki,Charley's Grilled Subs
213,12,salads,7,Chicken Teriyaki Salad,Charley's Grilled Subs
470,54,breakfast-tacos,17,Egg & Cheese,Charley's Grilled Subs
58,9,salads,2,Fresh Garden,Charley's Grilled Subs
198,10,salads,7,Grilled Chicken Salad,Charley's Grilled Subs
208,10,salads,10,Grilled Steak Salad,Charley's Grilled Subs
410,10,breakfast,25.5,Ham Omelet,Charley's Grilled Subs
540,55,breakfast-tacos,19.5,"Ham, Egg & Cheese",Charley's Grilled Subs
585,53,sandwiches,25,Italian Deli,Charley's Grilled Subs
200,10,kids-meals,12,Kid’s (3 Chicken Fingers),Charley's Grilled Subs
226,25,kids-meals,12.5,Kids Fries,Charley's Grilled Subs
634,50.5,french-fries,55,Large Fries,Charley's Grilled Subs
521,57,sandwiches,18.5,Mushroom Swiss Steak,Charley's Grilled Subs
521,56,sandwiches,18.5,Philly Cheesesteak,Charley's Grilled Subs
517,57.5,sandwiches,15.5,Philly Chicken,Charley's Grilled Subs
517,60,sandwiches,15.5,Philly Ham & Swiss,Charley's Grilled Subs
471,56,sandwiches,14.5,Philly Steak and Bleu,Charley's Grilled Subs
527,57.5,sandwiches,18.5,Philly Steak Deluxe,Charley's Grilled Subs
449,62,sandwiches,15,Philly Veggie,Charley's Grilled Subs
530,51,french-fries,25,Ranch BaconFries,Charley's Grilled Subs
453,41,french-fries,25,Reg.Fries,Charley's Grilled Subs
474,8,breakfast,35,Sausage Omelet,Charley's Grilled Subs
604,54,breakfast-tacos,29,"Sausage, Egg & Cheese",Charley's Grilled Subs
640,54,sandwiches,30.5,Sicilian Steak,Charley's Grilled Subs
620,55,breakfast-tacos,25,"Steak, Egg & Cheese",Charley's Grilled Subs
470,53,sandwiches,11.5,Turkey Cheddar Melt,Charley's Grilled Subs
160,2,breakfast,12,Two Eggs Scrambled,Charley's Grilled Subs
560,54,sandwiches,23,Ultimate Club,Charley's Grilled Subs
598,57,french-fries,32,Ultimate Fries,Charley's Grilled Subs
358.5,13,breakfast,24,Veggie Omelet,Charley's Grilled Subs
520.5,13,breakfast,25,Western Omelet,Charley's Grilled Subs
5,0,coffee,0,100% Colombian Coffee,Chick-fil-A
460,43,breakfast,24,"Bacon, Egg & Cheese Biscuit",Chick-fil-A
780,131,desserts,24,Banana Pudding Milkshake,Chick-fil-A
260,40,salads,12,Carrot & Raisin Salad,Chick-fil-A
220,22,salads,6,Chargrilled & Fruit Salad,Chick-fil-A
410,37,sandwiches,12,Chargrilled Chicken Club Sandwich,Chick-fil-A
410,50,wraps,12,Chargrilled Chicken Cool Wrap,Chick-fil-A
180,11,salads,6,Chargrilled Chicken Garden Salad,Chick-fil-A
290,36,sandwiches,4,Chargrilled Chicken Sandwich,Chick-fil-A
370,41,breakfast,14,Chick-fil-A Chick-n-Minis™,Chick-fil-A
310,22,desserts,23,Chick-fil-A® Cheesecake,Chick-fil-A
440,47,breakfast,20,Chick-fil-A® Chicken Biscuit,Chick-fil-A
20,6,drinks,0,Chick-fil-A® Diet Lemonade,Chick-fil-A
360,58,desserts,13,Chick-fil-A® Lemon Pie,Chick-fil-A
230,61,drinks,0,Chick-fil-A® Lemonade,Chick-fil-A
450,50,breakfast,20,Chick-fil-A® Spicy Chicken Biscuit,Chick-fil-A
360,17,chicken,17,Chick-n-Strips,Chick-fil-A
460,26,salads,22,Chick-n-Strips Salad,Chick-fil-A
450,43,breakfast-tacos,20,Chicken Breakfast Burrito,Chick-fil-A
460,47,wraps,15,Chicken Caesar Cool Wrap,Chick-fil-A
350,9,salads,22,Chicken Salad Cup,Chick-fil-A
490,55,sandwiches,19,Chicken Salad Sandwich,Chick-fil-A
430,38,sandwiches,17,Chicken Sandwich,Chick-fil-A
230,26,soups,5,Chicken Tortilla Soup,Chick-fil-A
490,49,breakfast,20,"Chicken, Egg & Cheese on Sunflower Multigrain Bagel",Chick-fil-A
600,90,desserts,23,Chocolate Milkshake,Chick-fil-A
25,7,breakfast,0,Cinnamon Brown Sugar,Chick-fil-A
430,63,breakfast,17,Cinnamon Cluster,Chick-fil-A
360,19,sides,31,Cole Slaw,Chick-fil-A
570,81,desserts,26,Cookies & Cream Milkshake,Chick-fil-A
490,41,sandwiches,22,Deluxe Chicken Sandwich,Chick-fil-A
70,17,sides,0,Fruit Cup,Chick-fil-A
390,53,desserts,18,Fudge Brownie,Chick-fil-A
270,25,breakfast,18,Hash Browns,Chick-fil-A
140,19,soups,4,Hearty Breast of Chicken Soup,Chick-fil-A
130,32,drinks,0,Iced Tea – Sweetened,Chick-fil-A
0,0,drinks,0,Iced Tea – Unsweetened,Chick-fil-A
290,50,desserts,7,Icedream®,Chick-fil-A
45,12,breakfast,0,Mixed Fruit Blend,Chick-fil-A
280,44,breakfast,11,Multigrain Oatmeal,Chick-fil-A
400,17,chicken,18,Nuggets,Chick-fil-A
310,41,breakfast,14,Plain Biscuit,Chick-fil-A
80,3,breakfast,8,Roasted Nut Topping,Chick-fil-A
510,40,breakfast-tacos,29,Sausage Breakfast Burrito,Chick-fil-A
680,43,breakfast,47,"Sausage, Egg, and Cheese Biscuit",Chick-fil-A
70,5,salads,4.5,Side Salad,Chick-fil-A
240,18,salads,9,Southwest Chargrilled Salad,Chick-fil-A
410,48,wraps,12,Spicy Chicken Cool Wrap,Chick-fil-A
480,44,sandwiches,20,Spicy Chicken Sandwich,Chick-fil-A
570,46,sandwiches,27,Spicy Chicken Sandwich Deluxe,Chick-fil-A
610,93,desserts,23,Strawberry Milkshake,Chick-fil-A
550,75,desserts,23,Vanilla Milkshake,Chick-fil-A
390,47,french-fries,21,Waffle Potato Fries,Chick-fil-A
230,44,breakfast,3,Yogurt Parfait,Chick-fil-A
240,47,breakfast,4.5,Yogurt Parfait with Chocolate Cookie Crumbs,Chick-fil-A
290,53,breakfast,6,Yogurt Parfait with Granola,Chick-fil-A
110,7,sides,6,Add Fried Shrimp to any Entrée,Chili's
220,15,sides,12,Add Fried Shrimp to any Entrée,Chili's
290,48,sides,7,Add Rice and Black Beans,Chili's
80,2,sides,4,Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's
150,4,sides,8,Add Spicy Garlic & Lime Shrimp to any Entrée,Chili's
90,0,sides,7,Applewood Smoked Bacon,Chili's
1570,138,burgers,90,Avocado Burger on Wheat Bun w/ fries,Chili's
80,4,sides,7,Avocado Slices,Chili's
1650,96,mexican-food,107,Bacon Ranch Chicken Quesadilla,Chili's
1070,78,mexican-food,67,Bacon Ranch Chicken Quesadilla w/ Fries,Chili's
1680,98,mexican-food,111,Bacon Ranch Steak Quesadilla,Chili's
1670,172,sandwiches,85,BBQ Pulled Pork Sandwich on White Bun with fries,Chili's
50,12,sides,0,BBQ Sauce (Original),Chili's
390,27,fajitas,14,Beef Fajitas – w/o Tortillas and Condiments,Chili's
970,80,burgers,58,Big Mouth Burger Bites w/ Fries,Chili's
2120,163,burgers,133,Big Mouth® Bites w/ Ranch with fries,Chili's
200,25,sides,2,Black Bean Patty Only,Chili's
100,18,sides,1,Black Beans,Chili's
990,48,salads,68,Boneless Buffalo Chicken Salad,Chili's
1490,94,appetizers,88,Boneless Buffalo Wings w/ Bleu Cheese,Chili's
1020,125,appetizers,51,Bottomless Tostada Chips w/ Salsa,Chili's
230,16,soups,15,Broccoli Cheese Soup,Chili's
110,8,soups,7,Broccoli Cheese Soup,Chili's
1290,195,desserts,61,Brownie Sundae,Chili's
1410,143,sandwiches,68,Buffalo Chicken Ranch Sandwich on White Bun with fries,Chili's
1500,124,entrees,76,Cajun Pasta w/ Grilled Chicken,Chili's
870,71,entrees,44,Cajun Pasta w/ Grilled Chicken (Lunch Combo),Chili's
1480,125,entrees,81,Cajun Pasta w/ Grilled Shrimp,Chili's
740,73,sandwiches,38,California Club Sandwich w/ Fries,Chili's
1490,147,sandwiches,76,California Club Sandwich w/ fries,Chili's
610,65,salads,25,Caribbean Salad w/ Grilled Chicken,Chili's
620,66,salads,31,Caribbean Salad w/ Grilled Shrimp,Chili's
70,1,sides,6,"Cheese, American",Chili's
80,0,sides,7,"Cheese, Cheddar",Chili's
80,0,sides,6,"Cheese, Provolone",Chili's
80,1,sides,6,"Cheese, Swiss",Chili's
710,68,desserts,42,Cheesecake,Chili's
200,21,soups,7,Chicken & Green Chile Soup,Chili's
100,11,soups,4,Chicken & Green Chile Soup,Chili's
650,26,salads,44,Chicken Caesar Salad,Chili's
1260,120,tacos,60,Chicken Club Tacos,Chili's
1350,129,chicken,68,Chicken Crispers® w/ Honey Mustard,Chili's
400,23,soups,25,Chicken Enchilada,Chili's
400,23,soups,25,Chicken Enchilada Soup,Chili's
200,11,soups,13,Chicken Enchilada Soup,Chili's
360,24,fajitas,10,Chicken Fajitas – w/o Tortillas and Condiments,Chili's
360,17,soups,20,Chili’s Terlingua Chili w/ Toppings,Chili's
180,9,soups,10,Chili’s Terlingua Chili w/ Toppings,Chili's
1250,163,desserts,64,Chocolate Chip Paradise Pie,Chili's
280,48,sides,11,Cinnamon Apples,Chili's
1570,125,burgers,91,Classic Bacon Burger w/ fries,Chili's
1440,81,appetizers,97,Classic Nachos (12),Chili's
980,55,appetizers,67,Classic Nachos (8),Chili's
1720,86,appetizers,108,Classic Nachos – Beef (12),Chili's
1170,59,appetizers,74,Classic Nachos – Beef (8),Chili's
1670,83,appetizers,103,Classic Nachos – Chicken (12),Chili's
1140,57,appetizers,71,Classic Nachos – Chicken (8),Chili's
1010,59,entrees,60,Classic Sirloin,Chili's
360,7,entrees,18,Classic Sirloin (Lunch Combo),Chili's
1340,138,sandwiches,64,Classic Turkey Sandwich w/ fries,Chili's
690,69,sandwiches,34,Classic Turkey Sandwich w/ Fries (Lunch Combo),Chili's
710,22,salads,52,Cobb Salad,Chili's
240,15,sides,20,Cole Slaw,Chili's
1270,120,entrees,71,Country-Fried Steak,Chili's
1210,125,chicken,57,Crispy Chicken Crispers® No Dressing,Chili's
1630,171,tacos,78,Crispy Chicken Tacos,Chili's
1660,196,chicken,76,Crispy Honey-Chipotle Chicken Crispers® w/ Ranch,Chili's
1050,71,appetizers,81,Crispy Onion String & Jalapeno Stack w/ Ranch,Chili's
1500,174,tacos,68,Crispy Shrimp Tacos,Chili's
190,3,sides,19,"Dressing, Ancho Chile Ranch",Chili's
140,3,sides,14,"Dressing, Avocado Ranch",Chili's
240,1,sides,26,"Dressing, Bleu Cheese",Chili's
250,6,sides,25,"Dressing, Citrus Balsamic Vinaigrette",Chili's
200,13,sides,17,"Dressing, Honey Lime",Chili's
200,1,sides,22,"Dressing, Honey Mustard",Chili's
70,11,sides,0,"Dressing, Honey Mustard No Fat",Chili's
80,9,sides,5,"Dressing, Low Fat Ranch",Chili's
180,2,sides,19,"Dressing, Ranch",Chili's
730,70,sandwiches,38,Fajita Chicken Sandwich w/ Fries,Chili's
530,30,fajitas,20,Fajita Trio – w/o Tortillas and Condiments,Chili's
1400,151,appetizers,84,Fire-Grilled Corn Guacamole w/ Chips,Chili's
1570,57,entrees,116,Flame-Grilled Ribeye,Chili's
660,54,appetizers,35,Fried Cheese w/ Marinara Sauce,Chili's
270,25,entrees,12,Fried Shrimp w/ Cocktail Sauce,Chili's
990,108,seafood,52,Fried Shrimp w/ Cocktail Sauce,Chili's
690,92,shakes,33,Frosty Chocolate Shake,Chili's
